batch_size,adam_lr,probits_mae,default,logits_loss,id,loss,probits_acc1,flattened_input,hidden_layers,probits_acc,probits_loss,max_epochs,dropout_p,seed,hidden_activation,output_type,hidden_dim
64,0.001,1.015163779258728,2.366373062133789,,Bf17V,0.04517437890172005,0.7306017279624939,True,2,0.3971608281135559,0.04517437890172005,500,0.5,21,swish,ordinal_vanilla,128
32,0.001,1.0111308097839355,2.3396382331848145,,oSGzn,0.04512929171323776,0.7349572777748108,True,1,0.39554765820503235,0.04512929171323776,500,0.1,21,swish,ordinal_vanilla,128
64,0.0001,1.0159703493118286,2.322913408279419,,zh9iL,0.045338764786720276,0.7322148680686951,True,2,0.3940958082675934,0.045338764786720276,500,0.1,21,swish,ordinal_vanilla,256
32,0.001,1.1055009365081787,2.5390210151672363,1.53680419921875,pY4SK,1.53680419921875,0.6815615296363831,True,2,0.4155508875846863,,500,0.5,21,swish,categorical_unsmoohted,512
32,0.001,1.015163779258728,2.3962562084198,,a28Z1,0.045696407556533813,0.7335054278373718,False,1,0.3986126780509949,0.045696407556533813,500,0.1,21,swish,ordinal_vanilla,256
128,0.001,1.1437329053878784,2.6437695026397705,1.8501394987106323,HXuFw,1.8501394987106323,0.6734957098960876,True,1,0.4045813977718353,,500,0.1,21,swish,categorical_smoothed,256
32,0.0001,1.1180835962295532,2.5346975326538086,1.8260505199432373,XFjEh,1.8260505199432373,0.6781738996505737,True,2,0.4094208776950836,,500,0.5,21,swish,categorical_smoothed,256
32,0.0001,1.0966285467147827,2.4860503673553467,1.518871784210205,zeoMN,1.518871784210205,0.6822068095207214,False,3,0.42006775736808777,,500,0.5,21,swish,categorical_unsmoohted,64
64,0.001,1.114211916923523,2.4440600872039795,1.5332473516464233,sQuXg,1.5332473516464233,0.6797870397567749,False,2,0.4110340476036072,,500,0.1,21,swish,categorical_unsmoohted,64
64,0.0001,1.03290855884552,2.5683069229125977,2.0424740314483643,MGu9N,2.0424740314483643,0.7217293381690979,True,3,0.3982900381088257,,500,0.5,21,swish,ordinal_coral_weighted,64
128,0.01,1.0630747079849243,2.2820520401000977,,iAguL,0.04780730605125427,0.7117276787757874,True,3,0.3889336884021759,0.04780730605125427,500,0.1,21,swish,ordinal_vanilla,256
32,0.001,1.010324239730835,2.345393657684326,,xbF8F,0.045387085527181625,0.7306017279624939,True,1,0.40006452798843384,0.045387085527181625,500,0.1,21,swish,ordinal_vanilla,256
64,0.0001,1.0988869667053223,2.655230760574341,,Hq6EW,0.048787470906972885,0.7012421488761902,False,3,0.3761897087097168,0.048787470906972885,500,0.5,21,swish,ordinal_vanilla,64
32,0.001,1.1124374866485596,2.5305182933807373,1.5823973417282104,HOWra,1.5823973417282104,0.6914018392562866,False,3,0.4028069078922272,,500,0.1,21,swish,categorical_unsmoohted,512
32,0.001,1.1509921550750732,2.6566109657287598,1.8443256616592407,O8M31,1.8443256616592407,0.6701080799102783,True,1,0.40393611788749695,,500,0.1,21,swish,categorical_smoothed,32
128,0.001,1.0616228580474854,2.441014051437378,2.1002399921417236,F0L1V,2.1002399921417236,0.7141474485397339,True,1,0.3807065784931183,,500,0.1,21,swish,ordinal_coral_weighted,256
32,0.001,1.0230681896209717,2.433511257171631,,fAIYD,0.04572344571352005,0.7256008982658386,False,2,0.4023229479789734,0.04572344571352005,500,0.5,21,swish,ordinal_vanilla,128
128,0.01,1.123890995979309,2.5891189575195312,2.372751235961914,MU20U,2.372751235961914,0.6859170794487,True,3,0.3940958082675934,,500,0.1,21,swish,ordinal_coral_weighted,256
128,0.001,1.0317792892456055,2.4247725009918213,,NnoUF,0.045831646770238876,0.7207614183425903,True,3,0.3961929380893707,0.045831646770238876,500,0.1,21,swish,ordinal_vanilla,256
64,0.0001,1.0179060697555542,2.3797760009765625,,SEZQv,0.045514848083257675,0.7310856580734253,False,3,0.3932892382144928,0.045514848083257675,500,0.1,21,swish,ordinal_vanilla,256
64,0.0001,1.0321019887924194,2.4022700786590576,2.422233819961548,WiLsF,2.422233819961548,0.7220519185066223,False,2,0.39006292819976807,,500,0.1,21,swish,ordinal_coral_unweighted,256
128,0.01,1.0474270582199097,2.492757558822632,,uNx6t,0.046720508486032486,0.7197934985160828,True,3,0.38748183846473694,0.046720508486032486,500,0.1,21,swish,ordinal_vanilla,64
128,0.0001,1.0125826597213745,2.3274478912353516,,pEeOb,0.045411840081214905,0.7315695881843567,False,3,0.3978061079978943,0.045411840081214905,500,0.1,21,swish,ordinal_vanilla,256
32,0.01,1.2911759614944458,3.2778093814849854,1.69080650806427,OY19q,1.69080650806427,0.6167123913764954,False,3,0.3894176483154297,,500,0.1,21,swish,categorical_unsmoohted,512
64,0.01,1.089046597480774,2.5913329124450684,2.1304876804351807,PAmdv,2.1304876804351807,0.7115663886070251,True,1,0.36973705887794495,,500,0.1,21,swish,ordinal_coral_weighted,32
64,0.0001,1.013227939605713,2.368804931640625,,BW0lk,0.0452369749546051,0.7328601479530334,True,1,0.3937731981277466,0.0452369749546051,500,0.5,21,swish,ordinal_vanilla,256
64,0.001,1.0153250694274902,2.290205240249634,,resM7,0.04531304910778999,0.7343119978904724,True,1,0.3890950083732605,0.04531304910778999,500,0.1,21,swish,ordinal_vanilla,256
32,0.01,1.0593644380569458,2.5299201011657715,,QnDk7,0.04726966470479965,0.711243748664856,True,3,0.37748023867607117,0.04726966470479965,500,0.1,21,swish,ordinal_vanilla,256
32,0.0001,1.1916438341140747,2.6241891384124756,1.5774526596069336,rDYEd,1.5774526596069336,0.6549443602561951,False,3,0.39570897817611694,,500,0.1,21,swish,categorical_unsmoohted,512
128,0.001,1.0022584199905396,2.303950071334839,,Hz4Ge,0.04486748203635216,0.7367317080497742,True,1,0.39877399802207947,0.04486748203635216,500,0.1,21,swish,ordinal_vanilla,128
128,0.01,1.126794695854187,2.418241500854492,2.6814229488372803,hv4hd,2.6814229488372803,0.6909179091453552,True,3,0.38183578848838806,,500,0.1,21,swish,ordinal_coral_unweighted,256
64,0.001,1.0217777490615845,2.276466131210327,,viqZu,0.045370813459157944,0.7317309379577637,True,1,0.38780447840690613,0.045370813459157944,500,0.1,21,swish,ordinal_vanilla,512
128,0.01,1.0722696781158447,2.823270082473755,2.457174062728882,w9ZCU,2.457174062728882,0.7043071389198303,True,2,0.3971608281135559,,500,0.5,21,swish,ordinal_coral_unweighted,64
32,0.0001,1.0204871892929077,2.396012306213379,,VcU1O,0.04530707746744156,0.7296338081359863,False,3,0.3934505581855774,0.04530707746744156,500,0.1,21,swish,ordinal_vanilla,32
32,0.0001,1.1069527864456177,2.491076707839966,1.8301090002059937,aF9QE,1.8301090002059937,0.6851105093955994,False,2,0.4111953675746918,,500,0.1,21,swish,categorical_smoothed,128
128,0.01,1.0433940887451172,2.549689531326294,,mtFbH,0.04657132551074028,0.7217293381690979,False,2,0.39135345816612244,0.04657132551074028,500,0.5,21,swish,ordinal_vanilla,32
32,0.001,1.0975964069366455,2.7335927486419678,,KXFle,0.04923472926020622,0.7055976986885071,False,2,0.3718341588973999,0.04923472926020622,500,0.5,21,swish,ordinal_vanilla,16
128,0.0001,1.02064847946167,2.465179920196533,2.0637245178222656,OVqvb,2.0637245178222656,0.7209227085113525,False,2,0.40442007780075073,,500,0.1,21,swish,ordinal_coral_weighted,128
64,0.01,1.0963058471679688,2.3945343494415283,,MLRNB,0.049542490392923355,0.690595269203186,True,1,0.3805452585220337,0.049542490392923355,500,0.1,21,swish,ordinal_vanilla,512
32,0.0001,1.0221003293991089,2.5399560928344727,2.3674492835998535,iZffP,2.3674492835998535,0.7259235382080078,True,1,0.39474108815193176,,500,0.1,21,swish,ordinal_coral_unweighted,128
32,0.001,1.126471996307373,2.465797185897827,1.5496517419815063,mJDaT,1.5496517419815063,0.6775286197662354,True,1,0.40861427783966064,,500,0.5,21,swish,categorical_unsmoohted,512
64,0.001,1.0227456092834473,2.276312828063965,,zCfGC,0.04567461460828781,0.7325375080108643,False,1,0.3881271183490753,0.04567461460828781,500,0.1,21,swish,ordinal_vanilla,512
64,0.0001,1.098402976989746,2.328235387802124,1.5218980312347412,mJrYo,1.5218980312347412,0.6857557892799377,False,3,0.41232457756996155,,500,0.1,21,swish,categorical_unsmoohted,128
32,0.01,1.1093724966049194,2.472165822982788,2.195441246032715,mJ5dE,2.195441246032715,0.6991450190544128,False,1,0.36634939908981323,,500,0.1,21,swish,ordinal_coral_weighted,128
64,0.001,1.0356509685516357,2.323979139328003,,AXoJb,0.04616212099790573,0.7217293381690979,False,2,0.3981287181377411,0.04616212099790573,500,0.1,21,swish,ordinal_vanilla,512
128,0.001,1.05355703830719,2.424112319946289,2.477827310562134,i6Z4n,2.477827310562134,0.7133408784866333,False,3,0.39070817828178406,,500,0.1,21,swish,ordinal_coral_unweighted,64
128,0.01,1.080496907234192,2.3776252269744873,,xYtTK,0.048529595136642456,0.7109211087226868,False,3,0.3840942084789276,0.048529595136642456,500,0.1,21,swish,ordinal_vanilla,256
64,0.01,1.2390707731246948,3.1652541160583496,1.862018346786499,cnhqP,1.862018346786499,0.6410711407661438,True,3,0.3966768980026245,,500,0.5,21,swish,categorical_smoothed,32
64,0.001,1.022584319114685,2.4349749088287354,,Emk7e,0.045665230602025986,0.7328601479530334,False,1,0.39054685831069946,0.045665230602025986,500,0.1,21,swish,ordinal_vanilla,16
64,0.001,1.0196806192398071,2.308290481567383,,hbTzw,0.04561784118413925,0.7312469482421875,False,1,0.3924826681613922,0.04561784118413925,500,0.1,21,swish,ordinal_vanilla,256
128,0.0001,1.1788997650146484,2.516568660736084,1.570235252380371,rFow3,1.570235252380371,0.6626875400543213,False,1,0.39925795793533325,,500,0.1,21,swish,categorical_unsmoohted,512
64,0.01,1.0695273876190186,2.7542197704315186,2.101196527481079,CJpd5,2.101196527481079,0.7162445783615112,False,1,0.3768349587917328,,500,0.5,21,swish,ordinal_coral_weighted,16
32,0.01,1.104210376739502,2.7850098609924316,2.5065200328826904,qdowd,2.5065200328826904,0.6854331493377686,True,3,0.3978061079978943,,500,0.5,21,swish,ordinal_coral_unweighted,32
128,0.0001,1.093886137008667,2.4628100395202637,1.5183454751968384,w8Gf4,1.5183454751968384,0.6860784292221069,True,2,0.4179706275463104,,500,0.1,21,swish,categorical_unsmoohted,32
32,0.001,1.038877248764038,2.3913605213165283,2.045008897781372,Tlugk,2.045008897781372,0.7235037684440613,False,3,0.39054685831069946,,500,0.1,21,swish,ordinal_coral_weighted,128
128,0.0001,1.1045329570770264,2.510662794113159,1.5254706144332886,lebnr,1.5254706144332886,0.6804323196411133,False,2,0.4152282774448395,,500,0.1,21,swish,categorical_unsmoohted,16
32,0.0001,1.1766413450241089,2.7520999908447266,1.8495780229568481,gBu2w,1.8495780229568481,0.6612356901168823,False,1,0.40393611788749695,,500,0.5,21,swish,categorical_smoothed,128
128,0.01,1.0537183284759521,2.3719654083251953,,uX9Ze,0.04719586670398712,0.7110824584960938,True,1,0.39538633823394775,0.04719586670398712,500,0.1,21,swish,ordinal_vanilla,256
32,0.0001,1.2103564739227295,2.707216262817383,1.5734959840774536,mHGXo,1.5734959840774536,0.6484916806221008,False,3,0.401032418012619,,500,0.5,21,swish,categorical_unsmoohted,512
32,0.001,1.0571060180664062,2.6793363094329834,2.4315943717956543,cizID,2.4315943717956543,0.717373788356781,False,1,0.38619130849838257,,500,0.5,21,swish,ordinal_coral_unweighted,16
32,0.001,1.0154863595962524,2.3655247688293457,,pDjp0,0.04580083116889,0.7312469482421875,False,1,0.40312954783439636,0.04580083116889,500,0.1,21,swish,ordinal_vanilla,512
128,0.01,1.0592031478881836,2.5509183406829834,2.08236026763916,R5efy,2.08236026763916,0.7214066982269287,False,1,0.38296499848365784,,500,0.1,21,swish,ordinal_coral_weighted,16
32,0.01,1.2826262712478638,3.207132577896118,1.8543212413787842,A2det,1.8543212413787842,0.6262300610542297,True,2,0.3929665982723236,,500,0.5,21,swish,categorical_smoothed,16
128,0.0001,1.148572325706482,2.5887563228607178,1.548439383506775,K5CHZ,1.548439383506775,0.6683335900306702,False,1,0.4045813977718353,,500,0.1,21,swish,categorical_unsmoohted,32
64,0.0001,1.0219390392303467,2.379692554473877,,ZbeFT,0.045607101172208786,0.7297951579093933,False,2,0.392805278301239,0.045607101172208786,500,0.5,21,swish,ordinal_vanilla,256
128,0.001,1.022261619567871,2.441621780395508,,fv7bF,0.04554182291030884,0.7307630181312561,True,1,0.39103081822395325,0.04554182291030884,500,0.1,21,swish,ordinal_vanilla,16
64,0.0001,1.095337986946106,2.575686454772949,1.8118476867675781,abhOk,1.8118476867675781,0.6841425895690918,False,3,0.4176480174064636,,500,0.5,21,swish,categorical_smoothed,64
128,0.01,1.0475883483886719,2.7218568325042725,2.4542057514190674,F18jg,2.4542057514190674,0.7176964282989502,True,2,0.394257128238678,,500,0.5,21,swish,ordinal_coral_unweighted,32
64,0.001,1.1276012659072876,2.5054256916046143,1.8515766859054565,RYpc1,1.8515766859054565,0.6783351898193359,False,3,0.4013550579547882,,500,0.1,21,swish,categorical_smoothed,512
64,0.01,1.0709792375564575,2.2276599407196045,,EJcW9,0.04840308800339699,0.7102758288383484,False,3,0.3894176483154297,0.04840308800339699,500,0.1,21,swish,ordinal_vanilla,128
64,0.0001,1.0885627269744873,2.5309340953826904,1.811497449874878,DSJi6,1.811497449874878,0.6875302195549011,True,3,0.41587352752685547,,500,0.5,21,swish,categorical_smoothed,64
